id,weapon_id,name,image,weight,description,dlc,requirements,damage type,category,passive effect,skill,FP cost
303,304,Poleblade of the Bud,http://eldenring.wiki.fextralife.com/file/Elden-Ring/poleblade_of_the_bud_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,10.0,"Weapon of Romina, Saint of the Bud. A scarlet glaive with a dangling bud-like blade. Attacks cause buildup of rot. Once, in the crumbling, burning church, Romina held the bud in speechless silence. That bud would become her blade.",1,"{'Str': 14, 'Dex': 22, 'Arc': 20}",Slash/Pierce,Halberds,(55) Scarlet Rot,Romina's Purification,24
304,305,Scythe,http://eldenring.wiki.fextralife.com/file/Elden-Ring/scythe_reaper_weapon_elden_ring_wiki_guide_200px.png,7.5,"Large scythe featuring a long, slender blade. Designed to reap, this weapon is capable of rapidly inflicting blood loss while also slipping through an enemy's guard. In the hands of a highly dexterous wielder it is capable of striking fear into the heart of any foe.",0,"{'Str': 14, 'Dex': 14}",Slash,Reapers,(55) Hemorrhage,Spinning Slash,6 ( - 12)
305,306,Grave Scythe,http://eldenring.wiki.fextralife.com/file/Elden-Ring/grave_scythe_reaper_weapon_elden_ring_wiki_guide_200px.png,9.5,Greatscythe comprised of a large blade affixed to a crooked stick. Weapon wielded by the aged grave keepers who tend the forgotten graveyards throughout the Lands Between. This weapon is said to have served as a charm against evil spirits in times of old.,0,{'Str': 17},Slash,Reapers,(55) Hemorrhage,Spinning Slash,6
306,307,Halo Scythe,http://eldenring.wiki.fextralife.com/file/Elden-Ring/halo_scythe_reaper_weapon_elden_ring_wiki_guide_200px.png,8.5,"War scythe of the Cleanrot Knights who fought alongside Malenia, Blade of Miquella. This was the weapon of commanders in Malenia's army, and the half-halo blade deals holy damage.",0,"{'Str': 13, 'Dex': 16, 'Fai': 15}",Slash,Reapers,(55) Hemorrhage,Miquella's Ring of Light,11
307,308,Winged Scythe,http://eldenring.wiki.fextralife.com/file/Elden-Ring/winged_scythe_reaper_weapon_elden_ring_wiki_guide_200px.png,7.5,"Sacred scythe resembling a pair of white wings. Deals holy damage. According to pagan belief, white-winged maidens are said to be Death's gentle envoys.",0,"{'Str': 16, 'Dex': 16, 'Fai': 24}",Slash,Reapers,(55) Hemorrhage,Angel's Wings,17
308,309,Obsidian Lamina,http://eldenring.wiki.fextralife.com/file/Elden-Ring/obsidian_lamina_reaper_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,6.5,"Signature weapon of the Pureblood Knight Ansbach. A viciously keen and slender scythe made for combat. The obsidian edge relies not upon trickery to fulfil its violent purposethrough skill alone the wielder can rip and rend through foes, sowing blossoms of red upon the battlefield.",1,"{'Str': 12, 'Dex': 25, 'Arc': 17}",Slash,Reapers,(33) Hemorrhage,Dynastic Sickleplay,5
309,310,Whip,http://eldenring.wiki.fextralife.com/file/Elden-Ring/whip_weapon_elden_ring_wiki_guide_200px.png,2.0,"A leather whip. Not originally used for combat, but as an instrument of pain. Through its supple attacks cannot be thwarted by parrying or even guarding, it is incapable of dealing critical hits.",0,"{'Str': 8, 'Dex': 14}",Strike,Whips,No passive effects,Kick,0
310,311,Thorned Whip,http://eldenring.wiki.fextralife.com/file/Elden-Ring/thorned_whip_weapon_elden_ring_wiki_guide_200px.png,2.5,"Hefty whip coverd in crimson thorns. Weapon of the Prelates who lead the Fire Monks. A device of fearsome religious encouragement, it is fashioned in the image of the briars of sin. Very effective at inflicting blood loss.",0,"{'Str': 8, 'Dex': 16}",Strike,Whips,(50) Hemorrhage,Kick,0
311,312,Urumi,http://eldenring.wiki.fextralife.com/file/Elden-Ring/urumi_weapon_elden_ring_wiki_guide_200px.png,3.0,"This weapon made of extremely thin, flexible blades of metal is wielded like a whip by Nightfolk warriors. Though in essence a whip with a cutting edge, it can also be used as a spear to pierce foes.",0,"{'Str': 10, 'Dex': 19}",Slash,Whips,No passive effects,Kick,0
312,313,Hoslow's Petal Whip,http://eldenring.wiki.fextralife.com/file/Elden-Ring/hoslows_petal_whip_weapon_elden_ring_wiki_guide_200px.png,3.5,"Metal whip formed of razor-sharp chain-link blades that have theappearance of flower petals. This work of art is handed downthough the generations of the illustrious House Hoslow.High dexterity is required to wield this weapon, but it excels at inflicting devastation",0,"{'Str': 10, 'Dex': 20}",Strike,Whips,(55) Hemorrhage,Kick,0
313,314,Magma Whip Candlestick,http://eldenring.wiki.fextralife.com/file/Elden-Ring/magma_whip_candlestick_weapon_elden_ring_wiki_guide_200px.png,2.5,"This ritual implement is a three pronged candlestick with solidflames formed of the magma of Mt. Gelmir. When wielded as a weapon, the flames become supple whips oflava.",0,"{'Str': 8, 'Dex': 16, 'Fai': 18}",Strike,Whips,No passive effects,Sea of Magma,5 ( -5)
314,315,Giant's Red Braid,http://eldenring.wiki.fextralife.com/file/Elden-Ring/giant's_red_braid_weapon_elden_ring_wiki_guide_200px.png,2.5,"Hefty whip woven from the flame-red hair of a Fire Giant. Every giant is red of hair, and Radagon was said to have despised his own red locks. Perhaps that was a curse of their kind.",0,"{'Str': 18, 'Dex': 12, 'Fai': 21}",Strike,Whips,No passive effects,Flame Dance,25
315,316,Tooth Whip,http://eldenring.wiki.fextralife.com/file/Elden-Ring/tooth_whip_whips_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,3.0,"Whip bestrewn with rotting, misshapen teeth. Filthy and seething with disease, the teeth are embedded in the whip and dose the victim with deadly poison upon each strike. As the wounds ripen they grow inflamed and ooze pus. The flesh of shamans was said to meld harmoniously with others.",1,"{'Str': 10, 'Dex': 24}",Strike,Whips,(66) Poison,Painful Strike,16
316,317,Caestus,http://eldenring.wiki.fextralife.com/file/Elden-Ring/caestus_fist_weapon_elden_ring_wiki_guide_200px.png,1.5,"A weapon built for striking with the fists, made of tough leather inlaid with iron rivets. Fist weapons come in pairs, and two-handing this weapon will equip it to both hands.",0,"{'Str': 8, 'Dex': 8}",Strike,Fists,No passive effects,Endure,9
317,318,Spiked Caestus,http://eldenring.wiki.fextralife.com/file/Elden-Ring/spiked_caestus_fist_weapon_elden_ring_wiki_guide_200px.png,2,"A Caestus with the rivets replaced by blood loss-inducing spikes. Fists weapons come in pairs, and two-handing this weapon will equip it to both hands.",0,"{'Str': 8, 'Dex': 10}",Strike,Fists,(45) Hemorrhage,Endure,9
318,319,Katar,http://eldenring.wiki.fextralife.com/file/Elden-Ring/katar_fist_weapon_elden_ring_wiki_guide_200px.png,2.5,Imported dagger design with a rather unique handle. The blade can be swung about as the extension of one's fist.,0,"{'Str': 8, 'Dex': 10}",Slash/Pierce,Fists,No passive effects,Impaling Thrust,14
319,320,Iron Ball,http://eldenring.wiki.fextralife.com/file/Elden-Ring/iron_ball_fist_weapon_elden_ring_wiki_guide_200px.png,2.5,"Iron manifer of spherical shape. Big Boggart the blackguard's weapon of choice. Not a weapon to be taken lightly, as its weighty blows shatter bones with ease.",0,"{'Str': 11, 'Dex': 8}",Strike,Fists,No passive effects,Endure,9
320,321,Star Fist,http://eldenring.wiki.fextralife.com/file/Elden-Ring/star_fist_fist_weapon_elden_ring_wiki_guide_200px.png,3,Spherical iron manifer covered in spikes which induce blood loss. Used in brutal games of pugilism.,0,"{'Str': 12, 'Dex': 8}",Strike,Fists,(45) Hemorrhage,Endure,9
321,322,Clinging Bone,http://eldenring.wiki.fextralife.com/file/Elden-Ring/clinging_bone_fist_weapon_elden_ring_wiki_guide_200px.png,3,"Horrific weapon made of a hardened skeletal arm. Wielded by Ensha of the Royal Remains. Fitted by placing one's hands into the fists' grips until they dig in. """"O clinging creature. A king relinquishes not the hand.""""",0,"{'Str': 8, 'Dex': 22, 'Arc': 16}",Slash/Pierce,Fists,No passive effects,Lifesteal Fist,14
322,323,Veteran's Prosthesis,http://eldenring.wiki.fextralife.com/file/Elden-Ring/veterans_prosthesis_fist_weapon_elden_ring_wiki_guide_200px.png,4,"Bladed prosthetic leg enwreathed with the power of lightning, instead attached to the fist. Commander Niall, veteran of Castle Sol, offered this prosthesis in exchange for the lives of defeated knights held prisoner. He went on to lead these men as an army of no nation.",0,"{'Str': 15, 'Dex': 12}",Slash/Pierce,Fists,No passive effects,Storm Kick,10
323,324,Cipher Pata,http://eldenring.wiki.fextralife.com/file/Elden-Ring/cipher_pata_fist_weapon_elden_ring_wiki_guide_200px.png,0,"One of the weapons originating from the Two Fingers. A formless sequence of ciphers comprise its blade, and as such no shield can repel it. Deals holy damage. The furtive inscription appears to hang in the air; the language of light spoken by the Two Fingers.",0,{'Fai': 30},Slash/Pierce,Fists,No passive effects,Unblockable Blade,17
324,325,Grafted Dragon,http://eldenring.wiki.fextralife.com/file/Elden-Ring/grafted_dragon_fist_weapon_elden_ring_wiki_guide_200px.png,2.5,"The embodiment of the power that still remained in the dragon's head that was grafted to Godrick's left arm. The wielder's arm will take the form of a small dragon, sprouting sharp dragon fangs at the fist.This weapon cannot be two-handed.",0,"{'Str': 20, 'Dex': 14, 'Fai': 16}",Strike,Fists,No passive effects,Bear Witness!,20
325,326,Pata,http://eldenring.wiki.fextralife.com/file/Elden-Ring/pata_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,4.0,"A weapon comprised of a linear, double-sided blade attached to a substantial guard. Wielded by the Oathseeker Knights. This versatile armament can be swung about like a fist or used in the manner of a straight sword.",1,"{'Str': 11, 'Dex': 15}",Standard/Pierce,Fists,No passive effects,Impaling Thrust,9
326,327,Golem Fist,http://eldenring.wiki.fextralife.com/file/Elden-Ring/golem_fist_fist_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,5.0,A giant fist of fractured rock. Taken from the body of a golem of the ruined forges. Carved with a smithscript enabling strong attacks to launch the entire fist straight ahead.,1,"{'Str': 24, 'Dex': 8, 'Int': 11, 'Fai': 11}",Strike,Fists,No passive effects,Endure,9
327,328,Madding Hand,http://eldenring.wiki.fextralife.com/file/Elden-Ring/madding_hand_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,1.0,"A glove stitched together from the flayed skin of the victims of a butcherous bloodbath. Afflicts target with madness. Raises attack power when madness is triggered in the vicinity. Forged of an unyielding, black impulse toward revenge fostered in those who were hunted down as heretics by their own brethren, these are the weapons of the utterly downtrodden.",1,"{'Str': 8, 'Dex': 8, 'Int': 13, 'Fai': 20}",Strike,Fists,(55) Madness,Madding Spear-Hand Strike,13
328,329,Thiollier's Hidden Needle,http://eldenring.wiki.fextralife.com/file/Elden-Ring/thiolliers_hidden_needle_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,0.5,"Concealed weapon used by Thiollier, of a design generally favored by poison-wielders for dark and subtle purposes. Like St. Trina, who blossomed in the deep-purple garden, a rich poison is secreted from within which sends its victims into an eternal sleep.",1,"{'Str': 10, 'Dex': 22, 'Int': 15}",Pierce,Fists,(42) Sleep,Sleep Evermore,16
329,330,Poisoned Hand,http://eldenring.wiki.fextralife.com/file/Elden-Ring/poisoned_hand_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,1.0,"A glove stitched together from the flayed skin of the victims of a butcherous bloodbath. Afflicts target with deadly poison. Raises attack power when poisoning occurs in the vicinity. Forged of an unyielding, black impulse toward revenge fostered in those who have had everything burned or stolen from them, these are the weapons of the utterly downtrodden.",1,"{'Str': 8, 'Dex': 8, 'Arc': 28}",Strike,Fists,(36) Poison,Poison Spear-Hand Strike,13
330,331,Hookclaws,http://eldenring.wiki.fextralife.com/file/Elden-Ring/hookclaws_claw_weapon_elden_ring_wiki_guide_200px.png,2.0,"Weapon worn on the fist comprised of sharp parallel blades favored by those who lurk in the dark. Lacerations cause blood loss with great effect. Claw weapons come in pairs, and two-handing this weapon will equip it to both hands.",0,"{'Str': 8, 'Dex': 14}",Slash/Pierce,Claws,(60) Hemorrhage,Quickstep,3
331,332,Bloodhound Claws,http://eldenring.wiki.fextralife.com/file/Elden-Ring/bloodhound_claws_claw_weapon_elden_ring_wiki_guide_200px.png,3.0,Large curved claws used by Bloodhound Knights. The curve allows the weapon to slip through an enemy's guard.,0,"{'Str': 10, 'Dex': 15}",Slash/Pierce,Claws,(60) Hemorrhage,Bloodhound's Step,5
332,333,Venomous Fang,http://eldenring.wiki.fextralife.com/file/Elden-Ring/venomous_fang_claw_weapon_elden_ring_wiki_guide_200px.png,2.5,One of the weapons designed for gladiatorial combat. Used by duelists who were exiled from the colosseum. The black fang protruding from the bronze snake head is coated in deadly poison.,0,"{'Str': 9, 'Dex': 9}",Slash/Pierce,Claws,(72) Poison,Quickstep,3
333,334,Raptor Talons,http://eldenring.wiki.fextralife.com/file/Elden-Ring/raptor_talons_claw_weapon_elden_ring_wiki_guide_200px.png,1.5,"Claw comprised of two sharp, thin blades, wielded by the assassins of Ravenmount, this weapon allows them to imitate the attacks of Deathbirds. Besides excelling at airborne attacks, its charge attack mimics the vicious swoop of a bird of prey.",0,"{'Str': 6, 'Dex': 14}",Slash/Pierce,Claws,(60) Hemorrhage,Quickstep,3
334,335,Claws of Night,http://eldenring.wiki.fextralife.com/file/Elden-Ring/claws_of_night_unique_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,3.0,"Claws of a bottomless black from which no light can escape. Wielded by Anna, Swordhand of Night. Engraved with a smithscript enabling strong attack to launch all three claws at a target. The blades are only semicorporeal, and cannot be fully guarded against.",1,"{'Str': 8, 'Dex': 20}",Slash/Pierce,Claws,(45) Hemorrhage,Scattershot Throw,11
335,336,Shortbow,http://eldenring.wiki.fextralife.com/file/Elden-Ring/shortbow_lightbow_weapon_elden_ring_wiki_guide_200px.png,2.5,"Small bow made to fire arrows over great distances. Other than its ability to fire off arrows in rapid succession, it is also well-suited for use on horseback. To use a bow, arrows must also be equipped.",0,"{'Str': 8, 'Dex': 10}",None,Light Bows,No passive effects,Barrage,- ( 2 2)
336,337,Composite Bow,http://eldenring.wiki.fextralife.com/file/Elden-Ring/composite_bow_light_bow_weapon_elden_ring_wiki_guide_200px.png,3.0,"Bow composited from a mix of Materials. Demands high attributes, and is tricky to wield, but is a fearsome tool when mastered.",0,"{'Str': 15, 'Dex': 15}",None,Light Bows,No passive effects,Mighty Shot,-( 6 6)
337,338,Red Branch Shortbow,http://eldenring.wiki.fextralife.com/file/Elden-Ring/red_branch_shortbow_elden_ring_wiki_guide_200px.png,2.5,Shortbow of polished red wood. Fashioned by a master craftsman and wielded by pages. A bow which requires dexterity rather than strength to master.,0,"{'Str': 8, 'Dex': 16}",None,Light Bows,No passive effects,Barrage,-(2 2)
338,339,Misbegotten Shortbow,http://eldenring.wiki.fextralife.com/file/Elden-Ring/misbegotten_shortbow_light_bow_weapon_elden_ring_wiki_guide_200px.png,3,Shortbow wielded by Winged Misbegotten. Fine fur clings to it.Designed to inflict additional damage by sacrificing range.,0,"{'Str': 16, 'Dex': 8}",LightBows,Light Bows,No passive effects,Barrage,- (2 2)
339,340,Harp Bow,http://eldenring.wiki.fextralife.com/file/Elden-Ring/harp_bow_light_bow_weapon_elden_ring_wiki_guide_200px.png,2,"Bow fashioned from a minstrel's harp. Sonorous tones still resound when firing arrows. Troubadours sing tales of champions, both in the honorable service of the Erdtree, and the one who spurns honor for blasphemy.",0,"{'Str': 9, 'Dex': 9}",LightBows,Light Bows,No passive effects,Barrage,- (2 2)
340,341,Bone Bow,http://eldenring.wiki.fextralife.com/file/Elden-Ring/bone_bow_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,3.0,"A crude shortbow fashioned from sickly bone. A medium for spirit-calling, and a product of the ancient hexing arts of the tower.",1,"{'Str': 8, 'Dex': 11}",None,Bows,No passive effects,Rancor Shot,0
341,342,Longbow,http://eldenring.wiki.fextralife.com/file/Elden-Ring/longbow_weapon_elden_ring_wiki_guide_200px.png,4.0,"Longbow made to fire arrows over great distances. Compared to a shortbow, arrows fired reach further and deal more damage. To use a bow, arrows must also be equipped.",0,"{'Str': 9, 'Dex': 14}",None,Bows,No passive effects,Mighty Shot,6
342,343,Albinauric Bow,http://eldenring.wiki.fextralife.com/file/Elden-Ring/albinauric_bow_weapon_elden_ring_wiki_guide_200px.png,4.5,Longbow featuring delicate silverwork. Wielded by Albinauric wolfback archers. This bow requires dexterity over strength to master.,0,"{'Str': 7, 'Dex': 18}",None,Bows,No passive effects,Mighty Shot,-(6 6)
343,344,Black Bow,http://eldenring.wiki.fextralife.com/file/Elden-Ring/black_bow_weapon_elden_ring_wiki_guide_200px.png,4.0,"Longbow carved from black wood to resemble a blade. One of the most difficult bows to master. The blade-like body of the bow is light and cuts through the air.Though a longbow, it can be wielded similarly to a shortbow.",0,"{'Str': 9, 'Dex': 20}",None,Bows,No passive effects,Barrage,- ( 2 2)
344,345,Pulley Bow,http://eldenring.wiki.fextralife.com/file/Elden-Ring/pulley_bow_weapon_elden_ring_wiki_guide_200px.png,5.0,"Longbow which utilizes a series of pulleys and strings. The complex mechanism, which required advanced mathematical and mechanical understanding to craft, was likely made by a certain genius who learned Golden Order Fundamentalism. Enhances precision while shooting, enabling arrows to fly much further distances.",0,"{'Str': 11, 'Dex': 11}",None,Bows,No passive effects,Mighty Shot,- (6 6)
345,346,Horn Bow,http://eldenring.wiki.fextralife.com/file/Elden-Ring/horn_bow_weapon_elden_ring_wiki_guide_200px.png,4.5,Longbow made from animal horn. Wielded by the master hunters of the ancestral followers. Imbues arrows fired with magic damage.Reveals its true worth when used with magic-infused arrows.,0,"{'Str': 10, 'Dex': 14, 'Int': 12}",None,Bows,No passive effects,Mighty Shot,- (6 6)
346,347,Serpent Bow,http://eldenring.wiki.fextralife.com/file/Elden-Ring/serpent_bow_weapon_elden_ring_wiki_guide_200px.png,3.5,"Malformed bow in the shape of a pair of poisonous snakes. Imbues arrows with poison through pagan magic, revealing its true worth when used with poison-infused arrows. Used by assassins known as the Formless Serpents.",0,"{'Str': 8, 'Dex': 15, 'Arc': 11}",None,Bows,No passive effects,Mighty Shot,- (6 6)
347,348,Erdtree Bow,http://eldenring.wiki.fextralife.com/file/Elden-Ring/erdtree_bow_weapon_elden_ring_wiki_guide_200px.png,4.0,"Longbow featuring Erdtree styling. In times of old, when faith and battle went hand in hand, this weapon was created in tandem with the Golden Arrow. Scales all arrow damage with faith, revealing its true worth when used with holy-infused arrows.",0,"{'Str': 8, 'Dex': 12, 'Fai': 14}",-,Bows,No passive effects,Mighty Shot,6
348,349,Ansbach's Longbow,http://eldenring.wiki.fextralife.com/file/Elden-Ring/ansbachs_longbow_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,4.5,"Weapon of Sir Ansbach. A longbow consisting of two bow bodies and two strings. Unusually for a longbow, it can be wielded similarly to a light bowprovided that the wielder has the extraordinary dexterity demanded.",1,"{'Str': 9, 'Dex': 43}",None,Bows,No passive effects,Fan Shot,0
349,350,Greatbow,http://eldenring.wiki.fextralife.com/file/Elden-Ring/greatbow_weapon_elden_ring_wiki_guide_200px.png,10,"Enormous greatbow larger than any man. Can not be drawn with any ordinary level of strength, but the force of its shots is extraordinary. A greatbow can only fire great arrows.",0,"{'Str': 20, 'Dex': 20}",None,Greatbows,No passive effects,Through and Through,- (9 9)
350,351,Golem Greatbow,http://eldenring.wiki.fextralife.com/file/Elden-Ring/golem_greatbow_weapon_elden_ring_wiki_guide_200px.png,14.5,"Greatbow of black stone crafted by a civilization now gone to ruin. Weapon of the Guardian Golem.Extremely heavy, this greatbow requires enormous strength just to draw, suggesting it was not designed for human use.",0,"{'Str': 24, 'Dex': 18}",None,Greatbows,No passive effects,Through and Through,- ( 9 9 )
351,352,Erdtree Greatbow,http://eldenring.wiki.fextralife.com/file/Elden-Ring/erdtree_greatbow_weapon_elden_ring_wiki_guide_200px.png,11,"Greatbow featuring Erdtree styling. In times of old, when faith and battle went hand in hand, this weapon was created in tandem with the Golden Great Arrow. Scales all arrow damage with faith, revealing its true worth when used with holy-infused arrows.",0,"{'Str': 20, 'Dex': 14, 'Fai': 14}",None,Greatbows,No passive effects,Through and Through,- ( 9 9 )
352,353,Lion Greatbow,http://eldenring.wiki.fextralife.com/file/Elden-Ring/lion_greatbow_weapon_elden_ring_wiki_guide_200px.png,9.5,"Greatbow of black iron wielded by General Radahn. Decorated with a lion mane motif. Imbued with gravitational power of the Starscourge, when used along with Radahn's Spear, it becomes a true weapon of a champion.",0,"{'Str': 22, 'Dex': 18}",None,Greatbows,No passive effects,Radahn's Rain,- (32 -)
353,354,Igon's Greatbow,http://eldenring.wiki.fextralife.com/file/Elden-Ring/igons_greatbow_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,12.5,"Weapon of Igon, the broken drake warrior. A greatbow fashioned from two dragon bones bound with coarse rope. Covered in gashes left by claws. Imbued with Igon's obsession, enhancing the power of Igon's Harpoon.",1,"{'Str': 23, 'Dex': 16}",None,Greatbows,No passive effects,Igon's Drake Hunt,- (13 13)
354,355,Soldier's Crossbow,http://eldenring.wiki.fextralife.com/file/Elden-Ring/soldiers_crossbow_weapon_elden_ring_wiki_guide_200px.png,3.5,"A crossbow of simple make, usable by anyone, but lacking in both power and accuracy. Bolts must be equipped to use a crossbow.",0,"{'Str': 10, 'Dex': 8}",None,Crossbows,No passive effects,Kick,0
355,356,Light Crossbow,http://eldenring.wiki.fextralife.com/file/Elden-Ring/light_crossbow_weapon_elden_ring_wiki_guide_200px.png,4.0,"Ranged weapon made from a bow fixed to a stock. Deals good damage and is simple to use, but requires reloading after firing. Bolts must be equipped to use a crossbow.",0,"{'Str': 12, 'Dex': 8}",None,Crossbows,No passive effects,Kick,0
356,357,Heavy Crossbow,http://eldenring.wiki.fextralife.com/file/Elden-Ring/heavy_crossbow_weapon_elden_ring_wiki_guide_200px.png,5.5,"Heavy crossbow with iron limbs, increasing damage dealt. Commonly employed in the Shattering.",0,"{'Str': 14, 'Dex': 10}",None,Crossbows,No passive effects,Kick,0
357,358,Arbalest,http://eldenring.wiki.fextralife.com/file/Elden-Ring/arbalest_weapon_elden_ring_wiki_guide_200px.png,6.0,"Large crossbow made from composite materials. One of the largest of all bolt firing devices. Its limbs are more pliable than metallic ones, allowing bolts fired from this weapon to pierce even forged of steel.",0,"{'Str': 18, 'Dex': 12}",None,Crossbows,No passive effects,Kick,0
358,359,Crepus's Black-Key Crossbow,http://eldenring.wiki.fextralife.com/file/Elden-Ring/crepuss_black-key_crossbow_weapon_elden_ring_wiki_guide_200px.png,5.0,"Black crossbow featuring a long stock. Used for sniping, it has a very long range. Weapon of Crepus, who served the Two Fingers from the shadows of the Roundtable as the head confessor.",0,"{'Str': 14, 'Dex': 16}",None,Crossbows,No passive effects,Kick,0
359,360,Pulley Crossbow,http://eldenring.wiki.fextralife.com/file/Elden-Ring/pulley_crossbow_weapon_elden_ring_wiki_guide_200px.png,4.0,"Crossbow made with pulleys and power springs. The complex mechanism, which required advanced mathematical and mechanical understanding to craft, was likely made by a certain genius who learned Golden Order fundamentalism. One touch fires a volley of bolts. Be warned; large stores of bolts can be quickly spent.",0,"{'Str': 16, 'Dex': 16}",None,Crossbows,No passive effects,Kick,0
360,361,Full Moon Crossbow,http://eldenring.wiki.fextralife.com/file/Elden-Ring/full_moon_crossbow_weapon_elden_ring_wiki_guide_200px.png,4.0,"One-of-a-kind enchanted crossbow of exquisitely detailed craftsmanship. Made to celebrate the matrimonial union, and reconciliation, between the houses of the Erdtree and the Full Moon, Leyndell and Raya Lucaria. The two rings dance when reloading the weapon. Reveals true worth when used with holy- infused bolts.",0,"{'Str': 10, 'Dex': 10, 'Int': 14}",None,Crossbows,No passive effects,Kick,0
361,362,Repeating Crossbow,http://eldenring.wiki.fextralife.com/file/Elden-Ring/repeating_crossbow_crossbow_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,6.0,A mechanized crossbow that has been fitted with a fan-shaped contraption. This metallic piece adds a reloading system used in the execution of a unique battle art.,1,"{'Str': 13, 'Dex': 15}",None,Crossbows,No passive effects,Repeating Fire,0
362,363,Spread Crossbow,http://eldenring.wiki.fextralife.com/file/Elden-Ring/spread_crossbow_crossbow_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,5.0,"A modified crossbow made by combining two crossbows into one. Capable of loading multiple bolts and firing them simultaneously, enabling a spread of fire.",1,"{'Str': 11, 'Dex': 17}",None,Crossbows,No passive effects,Kick,0
363,364,Hand Ballista,http://eldenring.wiki.fextralife.com/file/Elden-Ring/hand_ballista_ballista_weapon_elden_ring_wiki_guide_200px.png,10.0,An unconventional ballistic device modeled on a weapon used to besiege castles. Only capable of firing greatbolts. Perfect for reckless acts such as storming a castle or facing an entire army alone.,0,"{'Str': 30, 'Dex': 14}",None,Ballistas,No passive effects,Kick,0
364,365,Jar Cannon,http://eldenring.wiki.fextralife.com/file/Elden-Ring/jar_cannon_ballista_weapon_elden_ring_wiki_guide_200px.png,15.0,"Jar cannon which uses explosives to fire greatbolts. Deals great damage but is slow to reload. Experimental firearm brought to the assault on Volcano Manor, where it was discovered that no one knew how to use it.",0,"{'Str': 34, 'Dex': 12}",None,Ballistas,No passive effects,Kick,0
365,366,Rabbath's Cannon,http://eldenring.wiki.fextralife.com/file/Elden-Ring/rabbaths_cannon_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,15.0,A type of jar cannon used to fire greatbolts. A masterwork of Spellmachinist Rabbath. The power of the glintstones that encircle the barrel imbues bolts with magic damage and guides shots toward their targets.,1,"{'Str': 28, 'Dex': 16}",None,Ballistas,No passive effects,Kick,0
366,367,Astrologer's Staff,http://eldenring.wiki.fextralife.com/file/Elden-Ring/astrologers_staff_glintstonestaff_weapon_elden_ring_wiki_guide_200px.png,3.0,"Staff of the astrologers. A glintsone is embedded in the tip, enabling it to be used as a catalyst for sorceries. Sorceries must be memorized first at a site of lost grace, and a staff must be equipped to cast them.",0,"{'Str': 7, 'Int': 16}",Strike,Glintstone Staffs,No passive effects,No Skill,0
367,368,Glintstone Staff,http://eldenring.wiki.fextralife.com/file/Elden-Ring/glintstone_staff_glintstonestaff_weapon_elden_ring_wiki_guide_200px.png,3.0,"Staff with a glintstone embedded at the tip. A catalyst for casting sorceries. Sorceries must be memorized first at a site of lost grace, and a staff must be equipped to cast them.",0,"{'Str': 6, 'Int': 10}",Strike,Glintstone Staffs,No passive effects,No Skill,0
368,369,Academy Glintstone Staff,http://eldenring.wiki.fextralife.com/file/Elden-Ring/academy_glintstone_staff_glintstonestaff_weapon_elden_ring_wiki_guide_200px.png,3,"Staff of the Academy of Raya Lucaria,embedded with a turquoise glintstone. Only a recognized sorcerer is permitted to wield this staff.",0,"{'Str': 6, 'Int': 28}",Strike,Glintstone Staffs,No passive effects,No Skill,0
369,370,Digger's Staff,http://eldenring.wiki.fextralife.com/file/Elden-Ring/diggers_staff_glintstonestaff_weapon_elden_ring_wiki_guide_200px.png,4.5,"Staff of a sorcerer-miner who extracts glintstone from crystal tunnels. The staff itself is a tool used to mine, and the ferrule is also embedded with a glintstone. Boosts the power of Stonedigger sorceries",0,"{'Str': 8, 'Int': 12}",Strike,Glintstone Staffs,Boosts Stonedigger Sorcery,No Skill,0
370,371,Demi-Human Queen's Staff,http://eldenring.wiki.fextralife.com/file/Elden-Ring/demi-human_queens_staff_glintstonestaff_weapon_elden_ring_wiki_guide_200px.png,3.0,"Glintstone staff styled as a scepter. A gift once given to the demi-humans to foster peace, it can be wielded even by those of low intelligence. Sneered at by fools in the academy.",0,"{'Str': 6, 'Int': 10}",Strike,Glintstone Staffs,No passive effects,No Skill,0
